	N1	N2	N3	N4	N_Unx1	N_Unx2	N_Unx3	N_Unx4	N_P1x1	N_P1x2	N_P1x3	N_P1x4
AGAP003064	2771	1487	2277	1769	597	601	635	433	903	829	735	1099
AGAP010236	639	316	426	327	152	175	198	128	282	325	289	251
AGAP001789	366	153	235	210	84	75	61	69	86	132	91	102
AGAP006665	2978	2254	1991	1740	3388	4253	4023	3759	2609	3291	2635	3415
AGAP005886	1954	1824	1614	1481	3531	2826	2713	5814	1316	1729	1221	1829
AGAP003749	87	28	29	26	18	38	8	23	10	12	5	11
AGAP009906	1534	993	1032	738	978	973	727	955	558	707	743	742
AGAP010234	7436	3753	4546	3646	2222	2091	1292	1761	2883	2358	2425	2862
AGAP008239	533	321	352	344	536	684	614	547	433	698	568	661
AGAP002138	204	192	122	162	261	225	197	234	20	54	135	59
AGAP011523	623	529	355	394	656	587	519	637	259	349	321	357
AGAP002499	65167	34050	40860	34897	76657	71537	45067	68159	53270	66017	58649	67922
AGAP010273	8332	4517	4832	4314	3433	3909	2351	2670	4542	4800	4277	5244
AGAP009296	375	176	241	226	441	368	487	392	327	474	422	428
AGAP013727	1251	760	902	811	986	1223	1010	929	904	1377	1265	1210
AGAP006921	7027	4432	5800	4384	6458	8410	5269	5923	5116	8786	7590	8193
AGAP028400	95	42	29	18	12	10	9	24	13	9	8	6
AGAP012050	3505	1882	2246	1924	1342	1534	1206	1236	1332	1709	1652	1839
AGAP001096	793	502	438	387	969	978	705	658	1044	878	701	1072
AGAP010504	234	103	109	48	198	294	300	200	60	100	127	81
AGAP008465	51	4	13	9	6	2	6	9	0	0	3	11
AGAP009947	197	102	108	88	249	222	238	229	110	165	141	220
AGAP001293	127	31	25	44	36	31	44	58	15	21	49	15
AGAP009771	184	201	107	98	239	151	135	166	87	145	141	111
AGAP008015	1644	884	1389	1448	1334	1297	1348	906	2084	2194	2241	2735
AGAP006744	364	354	279	355	182	297	263	272	224	193	222	201
AGAP028094	862	469	590	436	406	319	261	243	296	392	430	396
AGAP003540	4407	2383	2929	2390	2307	2765	2355	2153	2550	3401	2889	3450
AGAP029618	2525	1367	1414	1351	1072	1245	1044	962	699	965	946	825
AGAP002603	3549	2072	2379	2044	1772	2238	1582	1640	1877	2303	2099	2214
AGAP005507	505	290	304	229	1085	1253	1306	1079	394	549	446	523
AGAP002715	885	376	550	319	2121	2727	3174	2133	1015	1875	1229	1879
AGAP011170	1058	609	664	633	433	517	388	447	488	745	513	650
AGAP001167	956	463	575	641	239	378	224	183	414	392	403	393
AGAP002400	5764	3563	3936	3078	2859	3278	2259	2451	3643	3936	3273	4319
AGAP002224	1025	726	654	677	1146	1509	1661	1397	1221	1811	1241	2189
AGAP004110	1959	1140	1448	1111	581	693	570	644	878	951	1019	1069
AGAP011008	22	6	10	10	8	19	8	14	3	19	10	6
AGAP000354	167	105	129	101	344	375	412	428	221	321	326	385
AGAP002472	8088	4738	5556	5241	5218	5573	4557	4967	5609	7088	6679	7904
AGAP004303	4756	4370	4164	3886	3126	2942	4048	3466	2322	1678	1871	2066
AGAP008720	853	752	678	662	591	849	724	717	367	533	529	659
AGAP007913	8624	5690	5395	4308	2204	2076	1798	2114	3149	2703	2626	3257
AGAP010821	2817	2055	2112	1926	923	1522	1505	1099	1205	1315	1141	1292
AGAP028579	1202	685	668	635	327	297	226	400	243	336	357	328
AGAP002079	926	542	539	414	807	1149	1083	859	1151	1211	916	1575
AGAP012067	2403	3254	1814	1665	564	586	675	666	366	376	271	426
AGAP002966	1962	1189	1223	1287	614	665	570	640	654	751	665	886
AGAP004724	286	82	128	84	234	152	106	144	122	152	150	354
AGAP000306	1016	712	680	668	634	675	747	733	498	623	678	756
AGAP008959	247	170	197	183	145	417	356	296	116	253	154	147
AGAP003876	408	335	223	192	260	286	263	254	111	176	162	130
AGAP009622	1379	1482	972	926	2212	2214	1552	2647	1486	1802	1617	2434
AGAP005571	740	403	449	442	247	314	263	270	381	513	425	509
AGAP028059	331	130	193	158	510	554	537	574	935	736	736	863
AGAP012919	0	1	0	0	0	1	0	0	9	3	2	2
AGAP028387	2852623	1530147	1574289	1316374	1078281	1029147	941709	1081526	479138	852303	640823	710594
AGAP029946	19	2	1	0	1	0	3	2	4	0	0	0
AGAP003192	9312	6317	6708	5950	4190	4569	3459	3893	4714	5027	4779	4904
AGAP008099	2341	1276	1621	1543	665	891	595	700	1280	983	1070	1137
AGAP010568	4821	3159	3076	2782	3701	3289	2636	2781	3101	3861	3864	3953
AGAP007333	4780	3428	3445	3476	3915	4617	3905	4421	6092	7017	5796	8157
AGAP005461	554	239	397	269	176	186	153	221	307	314	312	318
AGAP029689	1207	636	877	815	397	390	202	264	526	517	437	486
AGAP011814	2944	1467	2028	1814	1726	2199	1963	1887	2129	2051	2002	2337
AGAP002003	1026	479	708	544	560	551	390	409	636	457	610	805
AGAP008585	1139	774	667	622	1061	1639	1279	1311	985	1048	817	1291
AGAP003970	1800	1115	1253	1077	1429	1517	1231	1138	1362	1984	1706	1693
AGAP012072	723	725	472	392	798	1127	714	1172	848	675	1013	1295
AGAP029284	397	267	275	128	263	387	333	329	237	320	226	255
AGAP003246	18066	8444	12361	10002	594	750	513	682	1018	894	1371	1189
AGAP004640	5468	3375	3482	2912	2734	3003	2195	2345	2659	2924	2542	3214
AGAP001660	672	180	97	124	240	51	292	377	96	264	34	65
AGAP010089	22024	14193	15323	11635	46685	36841	32130	31977	30910	41511	30437	40547
AGAP028465	41	11	6	8	0	17	7	29	2	10	9	23
AGAP005751	437	234	243	204	510	622	441	622	690	445	468	704
AGAP010358	119	34	43	37	60	39	68	52	7	35	40	38
AGAP012569	24	3	0	0	3	0	0	0	1	3	3	1
AGAP029309	76	20	30	36	39	41	52	42	30	34	39	61
AGAP001375	179	107	118	126	260	260	167	222	143	271	270	310
AGAP006931	88	19	9	13	2	13	33	14	0	27	8	30
AGAP007218	11803	6791	8724	7548	4075	4408	3617	3576	5140	5600	4836	5891
AGAP004439	4969	2820	3135	2605	1832	2287	1459	1665	2644	2804	2841	3298
AGAP008631	2762	1957	1782	1893	1524	1602	1372	1361	1152	1788	1087	1853
AGAP012070	645	321	334	202	1945	2944	3190	2393	480	1194	858	981
AGAP012049	24	59	52	49	27	60	59	48	49	66	57	50
AGAP007022	1146	591	676	635	1116	1323	1325	1043	968	1281	1090	1320
AGAP001050	10993	5856	6428	5747	3548	3833	2477	2650	4475	4611	4254	4929
AGAP006074	176	128	116	115	57	71	58	102	39	69	59	10
AGAP006034	206	185	53	64	96	99	77	119	50	113	67	68
AGAP004063	2930	1567	1927	1818	1331	1612	1030	1138	1964	2042	1966	2366
AGAP011334	4372	3276	3248	2738	3422	3959	3206	3657	2218	3168	3009	2726
AGAP003881	12	7	13	9	12	7	2	8	2	8	5	2
AGAP012665	388	245	226	229	156	210	145	87	134	138	111	184
AGAP008929	4788	3119	3534	3236	3272	3327	3569	3215	4579	3609	5021	5278
AGAP008489	464	266	287	236	166	260	181	244	283	226	288	280
AGAP004079	1372	885	823	792	487	432	392	410	629	510	555	813
AGAP009855	45	25	15	17	9	13	32	29	1	9	4	24
AGAP005018	2483	1410	1721	1465	885	1004	672	682	1209	1297	1282	1433
AGAP006028	490	252	270	205	785	1264	1620	1160	471	645	401	508
AGAP012000	311	96	168	188	15	6	17	12	47	36	27	48
AGAP009769	65	16	18	7	3	41	15	31	0	27	4	10
AGAP013722	357	196	187	172	303	262	188	252	169	272	198	175
AGAP000770	1469	873	990	948	1038	1392	1023	1103	1104	1203	1270	1204
AGAP006702	3082	1849	2973	2650	4344	5882	4826	4344	2918	5266	4724	6349
AGAP000218	665	526	507	392	563	726	671	697	376	564	424	559
AGAP009723	1205	729	693	655	1870	1969	1940	1798	725	1359	1096	1259
AGAP004876	24	12	10	18	14	12	25	28	4	2	12	4
AGAP028060	594	345	484	391	613	826	418	538	253	533	323	631
AGAP028616	2258	1580	1901	1765	2006	2519	2661	2121	1326	2313	2138	2256
AGAP012870	15	11	7	7	10	32	9	20	10	20	12	21
AGAP029089	0	0	0	0	1	4	3	12	0	0	2	0
AGAP009828	23941	20757	15151	13818	18846	26776	15260	17145	18650	17077	17446	17275
AGAP029975	51100	31449	30684	25607	36309	42018	27945	30253	28485	36727	31803	35896
AGAP001584	986	553	584	586	499	575	479	487	465	567	674	695
AGAP012818	231	81	86	125	1061	1073	1043	1192	1286	1486	801	1588
AGAP002390	4261	2219	2638	2193	1432	1384	1121	1420	1562	1741	1687	2052
AGAP029913	2367	1375	1823	974	1515	2416	2311	1886	2215	2511	1849	3216
AGAP001553	171	79	77	70	81	131	112	52	77	165	134	155
AGAP011076	6096	4109	4697	3832	1924	2050	1760	1986	1665	2074	1886	2531
AGAP029356	144	62	144	70	32	43	45	73	30	61	55	49
AGAP028126	3	0	1	1	0	0	2	0	1	1	0	0
AGAP001753	76	29	33	34	387	282	200	224	217	276	235	252
AGAP013226	2396	1725	1984	1948	7683	10766	12889	9921	6498	11291	6961	12205
AGAP003771	1622	625	1085	897	735	737	523	481	1131	1030	1045	1413
AGAP010393	5152	2285	3124	2936	3896	4330	3223	2812	4078	5120	4454	5573
AGAP002324	1764	1212	1303	1095	847	1040	910	952	1368	1332	1236	1728
AGAP009220	1063	739	659	585	203	178	139	299	262	172	139	315
AGAP013475	340	209	258	220	93	106	68	70	118	127	137	131
AGAP004070	1420	819	982	921	483	620	497	482	620	638	737	881
AGAP012040	2580	1041	1927	1750	730	1241	768	835	1025	1259	1453	1597
AGAP000655	111413	59941	76488	67873	49147	48141	31595	44992	59760	62722	57195	66400
AGAP009811	2329	1382	1622	1371	1010	1124	922	882	1286	1468	1264	1623
AGAP029638	418	216	355	216	796	817	976	698	389	620	412	603
AGAP005473	613	317	362	409	313	362	226	253	272	386	338	437
AGAP006282	551	294	351	344	1251	1507	1460	1245	706	1059	671	912
AGAP010730	30163	16019	18138	15482	3665	4563	1911	4017	7158	3739	5109	6003
AGAP004704	7638	4304	4568	4016	3045	3470	2298	2381	4415	4068	4100	4811
AGAP028204	292	220	83	85	62	115	103	122	47	74	80	54
AGAP005527	527	296	295	238	455	777	890	745	224	676	351	284
AGAP001659	389	301	223	148	142	279	123	294	291	99	89	501
AGAP002418	11499	7215	6592	6689	3953	3631	2605	3303	1317	2430	2821	1865
AGAP000733	1761	1908	1411	1422	1164	1795	1579	1443	1521	1881	1746	1949
AGAP002592	1451	798	1004	565	175	857	819	748	44	755	726	172
AGAP006905	28	8	10	2	15	9	9	17	2	2	4	8
AGAP009263	397	305	303	307	154	139	122	178	105	139	125	137
AGAP010436	7611	4421	4644	4308	9075	9536	8418	6719	6082	8734	8452	10002
AGAP007225	11	2	5	3	3	1	3	3	1	4	2	0
AGAP009779	1250	630	826	645	715	635	511	572	768	905	1083	1171
AGAP006162	1727	1545	1259	892	717	880	577	639	888	995	923	1173
AGAP003089	6925	3885	4619	3817	2806	2939	2785	2748	2857	3186	3300	3964
AGAP011649	40	11	10	32	63	56	53	45	8	21	34	23
AGAP011713	713	282	517	492	295	391	218	222	484	464	459	582
AGAP003640	49	21	9	16	12	2	4	4	0	0	7	0
AGAP010766	1572	1151	1009	1029	5773	6213	6364	7314	4251	5174	4029	4223
AGAP004757	5700	3379	3504	3204	3311	3346	2191	2518	3341	3863	3335	4467
AGAP006370	6333	1760	4019	3723	1235	1172	975	1144	1047	1176	1175	1740
AGAP028490	3260	1664	2032	1806	1204	1419	891	1024	1539	1463	1433	1656
AGAP002991	3273	2052	2447	2058	2121	2365	1599	1727	2477	2711	3205	3148
AGAP008950	288	128	168	156	159	259	186	137	231	306	276	244
AGAP028648	8116	4134	5104	3804	15449	12914	11581	17048	3977	8296	5285	5407
AGAP007380	40839	25175	24958	20793	22971	24182	16038	22582	13301	17625	13924	16648
AGAP028479	450	180	193	184	109	139	100	102	310	317	193	300
AGAP003235	231	148	137	127	389	552	413	433	128	349	151	233
AGAP012849	277	227	228	186	128	129	150	165	52	64	34	110
AGAP010107	5	0	0	1	4	5	5	18	0	5	1	6
AGAP029675	655	299	447	330	209	229	148	151	366	324	324	355
AGAP011144	25	13	8	2	5	23	11	5	2	5	4	27
AGAP008073	1863	1180	1342	1120	857	1046	758	817	949	1100	1171	1362
AGAP028523	163	83	83	61	255	452	501	304	90	188	132	202
AGAP013324	759	320	505	593	443	490	454	338	389	456	619	622
AGAP005710	1999	1398	1497	924	3405	4594	5080	3662	2589	2860	2164	3123
AGAP000737	1588	965	1077	957	583	586	619	631	534	663	687	714
AGAP000177	43	363	20	8	9	15	25	8	4	9	5	4
AGAP004033	1270	1032	876	829	1422	1979	1899	1850	544	894	776	930
AGAP008638	201	73	183	161	86	198	134	96	111	167	258	218
AGAP010228	16279	10004	9434	9529	8855	8309	5619	7617	7871	8212	8692	9672
AGAP006557	1	0	3	1	0	0	0	6	0	0	0	1
AGAP008232	681	339	427	313	293	413	331	254	151	209	152	266
AGAP000698	5304	2615	3713	2916	2321	2189	1676	2348	2774	2461	2568	2804
AGAP011721	561	332	403	309	261	299	269	273	230	367	399	357
AGAP011978	41	22	18	9	3	24	17	19	18	9	7	24
AGAP011058	1019	441	618	484	454	512	378	338	419	499	488	558
AGAP008491	2995	1920	2287	1762	1228	1615	1047	1026	2031	1932	1950	2026
AGAP013506	457	368	413	359	152	158	180	83	130	82	68	99
AGAP005366	1877	1221	1283	1296	2120	2329	2324	2116	1401	2107	2337	2215
AGAP009616	1633	1182	1090	1185	1010	1198	983	932	1339	1602	1306	1499
AGAP008478	2	0	5	0	2	11	1	5	1	7	4	5
AGAP000780	3635	2324	2385	1884	1056	1099	948	955	1391	1357	1366	1581
AGAP008205	110	80	53	80	88	140	112	123	48	72	83	66
AGAP006986	159	77	65	63	36	40	8	30	337	14	293	32
AGAP004465	2529	1276	1638	1555	851	995	746	854	1196	1174	1104	1468
AGAP010920	0	0	0	0	0	0	2	0	0	0	1	0
AGAP009107	6758	3976	4319	3073	922	1031	618	883	1469	849	1320	1684
AGAP011224	5	0	0	0	1	31	4	4	0	2	5	17
AGAP000476	1071	700	708	483	826	834	684	682	363	628	425	488
AGAP007686	1790	1197	972	900	1162	1254	928	1167	955	864	777	993
AGAP011793	454	129	248	131	12	3	18	24	13	7	9	5
AGAP012807	13	3	3	7	4	2	3	4	0	0	0	0
AGAP008019	565	263	299	195	167	109	80	114	81	98	96	90
AGAP005887	1266	2237	932	592	246	346	213	303	239	209	177	180
AGAP003027	43564	19923	26232	22350	15714	19074	15803	17698	4956	10767	7113	8958
AGAP007539	130	87	75	70	147	203	291	190	115	213	202	161
AGAP007408	99	40	59	24	167	158	98	79	99	169	109	122
AGAP011324	2667	1674	1818	1563	1967	2174	1904	1894	1683	2088	1565	2222
AGAP000519	1713	825	1138	1195	3701	3567	4156	3809	1859	3062	2557	3212
AGAP008474	3450	2557	2393	1910	935	796	642	841	1034	923	977	1114
AGAP005233	312	178	110	111	105	137	91	153	249	149	132	199
AGAP003624	0	0	0	0	0	0	0	0	0	0	0	0
AGAP011328	1917	1202	1299	1153	716	851	673	734	584	774	695	723
AGAP004089	3713	2221	2387	2120	2549	3057	1854	2221	3022	3320	3276	3161
AGAP001982	1058	870	690	618	491	610	525	558	322	557	536	454
AGAP029799	92	59	59	53	136	143	106	89	148	215	168	244
AGAP009443	9498	7235	6322	5367	8169	9255	7060	9572	4916	7122	6665	8141
AGAP002068	1203	829	879	833	663	466	383	762	345	377	348	428
AGAP003597	9174	5410	5775	6141	5363	7593	6450	5552	8712	9056	7298	11843
AGAP003023	3618	2132	2437	1831	4053	4433	4323	4108	2635	3528	2783	3539
AGAP012908	284	168	189	137	178	164	160	134	198	250	169	250
AGAP029788	1806	567	996	937	310	509	287	237	391	437	731	699
AGAP010826	587	397	336	385	281	228	206	227	325	203	236	260
AGAP004300	8782	5436	5573	4824	4291	5005	2786	3241	4863	5293	5998	5714
AGAP007547	166	142	97	70	589	768	570	561	271	369	359	349
AGAP003440	5358	3000	3291	2846	2479	3061	1871	2315	2500	2952	3099	3152
AGAP007204	1880	1506	1620	1346	3390	4184	4519	4175	2715	3749	3186	4088
AGAP028082	22	6	2	0	19	25	13	17	17	8	10	14
AGAP029344	323	215	147	152	58	83	33	94	14	77	44	46
AGAP004201	9400	6881	6191	5650	6274	8094	7389	7061	3435	5330	4350	5477
AGAP012241	104	55	44	55	26	28	25	44	12	10	16	26
AGAP012950	90	66	24	25	87	145	143	142	23	34	35	42
AGAP011573	2291	1391	1666	1483	1623	1351	1165	1267	1332	1444	1451	1589
AGAP003329	400	316	311	255	448	650	718	628	257	422	337	362
AGAP003507	4728	2842	3236	2574	1093	1458	1192	1188	1589	1518	1718	1858
AGAP029300	447	188	191	273	86	182	102	265	94	159	93	222
AGAP008035	709	358	318	319	510	596	415	627	606	583	559	724
AGAP004446	3597	1945	2546	2008	5814	6639	5580	5533	3891	5313	3969	5068
AGAP000504	1636	951	1170	891	4176	5423	5991	4686	2424	4105	2657	4270
AGAP029172	88	66	36	53	68	152	104	120	62	83	56	84
AGAP005198	4619	2505	2824	2727	3408	3607	2456	2347	3788	4095	4161	4537
AGAP007392	1185	702	848	529	533	510	384	452	719	917	622	909
AGAP001421	3027	1616	2094	1668	1561	1850	1426	1271	1533	2084	1841	2440
AGAP010455	445	201	263	200	349	353	213	262	461	440	266	494
AGAP012449	3	5	2	14	6	3	3	3	4	9	2	5
AGAP000018	1307	679	1041	942	1229	1734	1535	1585	882	1661	1369	1529
AGAP012986	204	106	116	97	273	438	340	281	211	279	186	326
AGAP006802	1059	665	664	654	721	712	475	569	483	668	600	735
AGAP004124	168	173	130	76	123	128	64	124	72	56	71	112
AGAP008458	32	251	4	10	0	16	2	2	0	6	0	0
AGAP007602	12746	7805	8632	6803	3601	2840	2727	2958	1734	2962	3243	3618
AGAP004609	5516	3317	3837	3440	2878	3153	2187	2369	3095	3837	3720	4043
AGAP028425	12888	7449	8268	7541	6812	7739	5680	5217	5876	8026	7622	7328
AGAP011007	24	10	17	3	18	8	11	6	2	19	8	10
AGAP005387	372	161	204	216	561	533	540	555	155	312	388	98
AGAP003605	1338	1059	928	804	1521	1787	1548	1423	1517	1873	1512	1869
AGAP001675	1844	1076	1131	943	1132	1377	1130	1147	1042	1088	1015	1036
AGAP008781	34	13	6	9	7	13	16	24	0	5	6	21
AGAP010403	4300	2350	2635	2325	1771	1551	1225	1334	1715	2390	3027	2517
AGAP002083	184	66	49	54	113	224	227	194	23	89	41	76
AGAP009063	1221	775	751	578	1184	1186	802	1009	814	946	786	1048
AGAP006537	37	27	17	18	18	22	43	28	19	32	27	17
AGAP000184	15027	12480	17054	13096	94241	64553	50477	98244	24725	79770	38516	51031
AGAP004474	87	27	20	25	70	56	92	52	29	25	26	55
AGAP007699	15824	8262	10449	8814	6065	6680	5144	5140	5649	7676	6703	8261
AGAP011593	41	14	19	19	5	12	26	10	6	24	30	45
AGAP005494	588	288	343	269	310	292	247	251	303	317	360	321
AGAP013022	88	24	10	27	17	20	11	29	6	19	18	20
AGAP008600	879	434	543	432	340	329	274	295	366	370	381	326
AGAP009940	6211	3648	4313	3736	3867	4460	3023	2777	8435	8419	7085	10138
AGAP005865	22222	17422	15909	12835	11969	12252	7454	12282	7948	9814	9214	10638
AGAP005603	1057	605	787	758	336	395	340	382	616	574	498	679
AGAP005143	5185	3604	3131	3460	5780	7409	6571	6771	3961	5640	4891	6108
AGAP010039	73630	52550	47166	40013	54708	61736	40761	52763	40813	57235	57369	58990
AGAP003590	942	499	706	509	353	350	231	312	420	516	343	447
AGAP005319	3170	2072	1932	1703	4074	4064	3241	4179	3418	3312	2791	3577
AGAP029118	5149	3805	3389	3223	8041	8521	8415	7370	4234	6466	5762	6166
AGAP009291	8918	6180	6439	5657	5575	6311	5174	5062	6686	7241	6781	8234
AGAP001348	59	17	26	26	24	29	21	30	9	23	8	5
AGAP028380	383552	239119	173729	156221	143698	134088	169891	220209	75166	157049	142270	137674
AGAP004055	50001	41739	35725	28650	72738	85124	66374	79801	34555	58990	46971	56153
AGAP029768	140	80	91	72	230	419	287	233	166	206	189	207
AGAP010900	15	16	9	11	12	10	9	18	1	2	8	12
AGAP013452	23	4	8	6	8	17	8	14	8	8	15	12
AGAP011064	864	646	664	640	1513	2043	1897	1714	1226	1534	1342	1619
AGAP029892	19	8	3	9	7	17	21	16	3	6	7	10
AGAP001195	3075	1750	1858	1884	2068	2598	2059	1978	1980	2478	2279	2571
AGAP003460	340	185	262	204	341	343	349	398	324	475	528	444
AGAP006792	90	51	26	13	8	22	4	23	34	16	22	51
AGAP003559	1236	1025	995	824	1498	1789	1689	1358	850	1220	1141	1180
AGAP029895	5772	3898	4267	4260	4745	5995	5063	4970	4383	5997	5611	7101
AGAP007809	20111	11940	13525	12013	12459	10474	9148	11661	8542	11519	9484	13855
AGAP003655	1361	662	958	648	501	545	530	480	690	628	585	765
AGAP003313	1732	969	1180	837	611	625	523	558	660	778	617	890
AGAP029215	23	9	1	4	8	13	0	3	4	5	0	22
AGAP005833	78	50	45	29	63	78	45	104	31	48	17	67
AGAP028109	20350	8421	16783	10284	1905	2635	2282	2039	1461	1161	887	1119
AGAP013313	44	32	23	17	82	139	78	67	21	76	55	69
AGAP000011	5270	3376	3550	3636	5494	7007	6503	9258	4582	4758	5154	4924
AGAP008447	1761	5146	1013	738	165	746	558	486	7	25	9	7
AGAP000088	143	106	67	92	282	446	578	381	153	374	170	238
AGAP010513	641	372	365	323	708	1047	1020	871	273	628	463	512
AGAP001646	1331	783	738	876	885	1167	890	889	629	1026	896	894
AGAP013451	15	8	0	2	10	0	12	8	1	0	2	10
AGAP006406	17	11	1	6	0	6	8	6	0	0	1	0
AGAP006473	5089	3734	3484	3408	6090	6805	5094	6598	3854	4927	4247	5955
AGAP029705	489	218	191	178	43	46	36	55	21	55	27	34
AGAP010696	2157	1551	1439	1144	758	1002	793	775	1025	955	958	1217
AGAP028499	12400	6617	7892	6043	3934	3349	2632	3639	2663	3182	2791	3231
AGAP004005	35	10	8	6	8	8	14	15	1	7	1	2
AGAP009094	6431	4269	4772	2676	3190	3097	2424	3021	4093	3984	3187	3263
AGAP002812	2457	1791	1832	1563	1840	1840	1486	1598	1409	1894	1730	1859
AGAP011387	329	212	144	118	355	307	409	374	477	525	460	463
AGAP028119	2	2	1	2	2	3	3	8	0	2	0	2
AGAP008445	442	1811	353	189	11	44	67	66	0	8	6	6
AGAP005511	177	113	103	74	238	267	226	245	232	206	157	225
AGAP012263	50	40	14	21	14	20	13	26	5	1	9	8
AGAP009338	895	383	577	469	196	248	264	161	306	392	501	394
AGAP001239	94	40	40	35	92	138	169	170	40	39	60	59
AGAP008158	585	344	453	391	178	216	184	176	373	386	376	506
AGAP010007	8629	5462	5822	5011	4322	4710	3651	3627	4967	5750	6045	6436
AGAP003265	8155	4190	5701	4550	1933	1763	1051	1376	1619	2235	2715	2197
AGAP002102	8183	5929	6339	5763	8000	11047	6244	11089	7071	7662	7148	8015
AGAP001976	2256	1373	1278	1069	447	543	487	502	887	804	836	801
AGAP004866	9798	5554	6567	6241	7961	9254	6607	6904	7011	9764	8313	10118
AGAP011784	1121	337	444	866	164	110	59	137	192	308	400	451
AGAP008340	527	230	269	221	232	244	144	202	246	301	292	355
AGAP003048	4443	2089	2801	2629	1767	1978	1551	1548	2488	2730	2763	3339
AGAP006149	137	280	100	33	211	698	488	825	27	151	22	97
AGAP005432	1443	808	1057	722	892	754	867	660	1195	1143	1018	1073
AGAP009754	116	63	60	39	110	75	60	200	36	118	47	100
AGAP002399	450	400	320	303	280	390	582	423	165	180	182	170
AGAP011817	801	507	596	509	444	551	414	388	420	765	602	663
AGAP005836	101	48	36	30	12	18	21	21	6	13	8	7
AGAP005052	1429	607	961	920	523	707	504	457	770	971	1097	1177
AGAP001244	38	5	1	10	11	9	7	7	0	2	0	2
AGAP009742	12260	7019	7948	7192	5395	6274	4656	4675	4946	7252	5925	6829
AGAP010151	2507	1545	1593	1345	1777	1567	1483	1743	1105	1080	1062	1070
AGAP009139	10	0	4	1	0	0	0	0	0	0	0	1
AGAP002475	4988	2292	3227	2949	2169	2283	1879	1672	2476	2478	2241	3296
AGAP008040	1643	633	1125	1121	760	989	745	505	1224	1055	1295	1450
AGAP006969	1859	1204	1267	1318	1316	1525	1224	1124	1159	1655	1378	1836
AGAP005245	30799	19514	22029	19583	22425	29434	21930	23012	20339	26358	23746	27933
